0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.20,9.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.20,9.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.12,9.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.12,9.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.20,9.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.20,9.42,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.60,2.27,9.54,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.23,9.54,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,2.20,9.54,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.60,2.35,9.46,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.60,2.35,9.46,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.60,2.35,9.46,-0.14,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.64,2.27,9.30,-0.14,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,1.01,9.99,-0.14,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-0.57,1.01,9.99,-3.82,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,
-0.64,-2.98,8.46,-3.82,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,
-0.45,-2.52,8.61,-3.82,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,
-0.45,-2.52,8.61,-3.80,0.05,0.17,0.00,0.00,0.00,0.00,0.00,0.00,
-0.64,-5.96,4.90,-3.80,0.05,0.17,0.00,0.00,0.00,0.00,0.00,0.00,
-0.38,-13.43,1.11,-3.80,0.05,0.17,0.00,0.00,0.00,0.00,0.00,0.00,
