0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-8.68,3.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-8.68,3.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-8.68,3.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-8.64,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-8.64,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-8.64,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-8.64,3.75,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-8.64,3.75,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-8.68,3.79,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-8.68,3.75,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-8.68,3.75,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-8.68,3.75,-0.01,-0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-8.68,3.90,-0.01,-0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-8.68,4.05,-0.01,-0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-8.68,4.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-8.64,3.63,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.48,-8.64,3.63,-0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-8.80,3.82,-0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-8.68,3.82,-0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.44,-8.68,3.82,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
