0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.14,-9.38,2.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.14,-9.38,2.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.14,-9.26,2.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.14,-9.26,2.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.14,-9.41,2.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.14,-9.41,2.95,-0.02,-0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,
-2.06,-8.99,2.79,-0.02,-0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,
-2.18,-8.72,3.14,-0.02,-0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,
-2.18,-8.72,3.14,-0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.02,-8.68,3.67,-0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
-2.02,-8.68,3.67,0.02,-0.10,0.04,0.00,0.00,0.00,0.00,0.00,0.00,
-1.95,-8.91,4.63,0.02,-0.10,0.04,0.00,0.00,0.00,0.00,0.00,0.00,
-2.40,-9.41,3.94,0.02,-0.10,0.04,0.00,0.00,0.00,0.00,0.00,0.00,
-1.91,-8.38,3.82,0.02,-0.10,0.04,0.00,0.00,0.00,0.00,0.00,0.00,
-2.25,-8.34,3.86,0.02,-0.10,0.04,0.00,0.00,0.00,0.00,0.00,0.00,
-2.25,-8.34,3.86,-0.09,-0.35,0.10,0.00,0.00,0.00,0.00,0.00,0.00,
-2.25,-8.34,3.86,-0.08,-0.36,0.12,0.00,0.00,0.00,0.00,0.00,0.00,
-2.29,-8.64,3.14,-0.08,-0.36,0.12,0.00,0.00,0.00,0.00,0.00,0.00,
-2.33,-8.68,2.91,-0.08,-0.36,0.12,0.00,0.00,0.00,0.00,0.00,0.00,
-2.37,-9.49,3.44,-0.08,-0.36,0.12,0.00,0.00,0.00,0.00,0.00,0.00,
