0.00,0.00,0.00,0.00,0.00,0.00,453,1
0.00,0.00,0.00,0.00,0.00,0.00,457,2
0.00,0.00,0.00,0.00,0.00,0.00,476,1
0.00,0.00,0.00,0.00,0.00,0.00,478,2
0.96,9.72,0.46,0.00,0.00,0.00,481,1
1.81,10.11,1.48,0.00,0.00,0.00,484,2
1.04,9.87,0.35,0.00,0.00,0.00,488,1
2.04,10.11,1.94,0.00,0.00,0.00,491,2
1.07,9.56,0.54,0.00,0.00,0.00,495,1
2.04,9.72,2.25,0.00,0.00,0.00,499,2
1.00,9.83,0.16,0.00,0.00,0.00,502,1
1.85,9.99,1.75,0.00,0.00,0.00,506,2
1.04,9.87,0.58,0.00,0.00,0.00,510,1
1.77,9.99,1.90,0.00,0.00,0.00,515,2
1.27,9.87,0.66,0.00,0.00,0.00,518,1
1.77,9.99,1.90,0.00,0.00,0.00,521,2
1.27,9.87,0.66,0.00,0.00,0.00,524,1
1.92,9.91,2.13,0.00,0.00,0.00,529,2
1.27,9.87,0.66,0.02,0.11,-0.00,535,1
1.92,9.91,2.13,-0.01,-0.05,0.08,539,2
1.23,9.83,0.62,0.02,0.11,-0.00,543,1
1.92,9.91,2.13,0.01,-0.05,0.07,547,2
1.15,9.83,0.50,0.02,0.11,-0.00,551,1
1.92,9.91,2.13,0.02,-0.03,0.07,556,2
1.11,9.72,0.46,0.02,0.11,-0.00,559,1
1.62,9.64,1.94,0.02,-0.03,0.07,563,2
1.07,9.72,0.46,0.02,0.11,-0.00,566,1
1.66,9.53,1.86,0.02,-0.03,0.07,570,2
1.07,9.72,0.46,0.04,0.14,0.00,574,1
1.73,9.61,1.59,0.02,-0.03,0.07,578,2
1.07,9.72,0.46,0.05,0.14,0.00,582,1
1.73,9.61,1.59,0.02,-0.04,0.04,586,2
1.07,9.79,0.46,0.05,0.14,0.00,590,1
1.77,9.99,1.82,0.02,-0.04,0.04,594,2
1.04,9.68,0.50,0.05,0.14,0.00,598,1
2.04,10.14,1.67,0.02,-0.04,0.04,601,2
1.04,9.68,0.50,0.05,0.14,-0.01,605,1
2.08,10.18,1.94,0.02,-0.04,0.04,609,2
1.04,9.68,0.50,0.04,0.14,-0.00,613,1
2.08,10.18,1.94,0.00,-0.05,0.02,617,2
1.15,9.83,0.58,0.04,0.14,-0.00,621,1
2.08,10.18,1.94,0.02,-0.05,0.02,625,2
1.15,9.75,0.58,0.04,0.14,-0.00,628,1
2.08,10.11,1.90,0.02,-0.05,0.02,633,2
1.04,9.95,0.50,0.04,0.14,-0.00,638,1
1.89,10.03,1.86,0.02,-0.05,0.02,642,2
1.04,9.95,0.50,0.04,0.14,-0.01,647,1
2.04,9.95,1.71,0.02,-0.05,0.02,650,2
1.04,9.95,0.50,0.04,0.14,-0.03,654,1
2.04,9.95,1.71,0.02,-0.03,0.02,658,2
1.04,9.95,0.50,0.04,0.15,-0.03,663,1
2.04,9.95,1.71,0.02,-0.03,0.02,667,2
1.00,9.56,0.43,0.04,0.15,-0.03,671,1
2.04,9.95,1.71,0.02,-0.04,0.02,675,2
0.96,9.75,0.50,0.04,0.15,-0.03,679,1
1.92,9.99,1.79,0.02,-0.04,0.02,684,2
