0.00,0.00,0.00,0.00,0.00,0.00,449,1
0.00,0.00,0.00,0.00,0.00,0.00,453,2
0.00,0.00,0.00,0.00,0.00,0.00,471,2
0.00,0.00,0.00,0.00,0.00,0.00,474,1
1.77,9.68,1.90,0.00,0.00,0.00,477,2
0.92,10.10,2.27,0.00,0.00,0.00,482,1
1.77,9.61,1.94,0.00,0.00,0.00,486,2
1.00,10.14,2.27,0.00,0.00,0.00,490,1
1.70,9.84,2.02,0.00,0.00,0.00,495,2
1.00,10.14,2.07,0.00,0.00,0.00,499,1
1.70,9.72,1.67,0.00,0.00,0.00,504,2
0.88,10.18,2.04,0.00,0.00,0.00,508,1
1.77,9.64,1.67,0.00,0.00,0.00,513,2
0.88,10.18,2.04,0.00,0.00,0.00,516,1
1.66,9.49,1.63,0.00,0.00,0.00,520,2
1.00,10.02,1.96,0.00,0.00,0.00,525,1
1.73,9.76,1.75,0.00,0.00,0.00,529,2
0.96,10.10,2.07,0.00,0.00,0.00,532,1
1.73,9.84,1.75,0.00,0.00,0.00,536,2
0.96,10.10,2.07,0.00,0.02,-0.04,540,1
1.70,9.88,1.55,0.00,0.00,0.00,544,2
0.96,10.10,2.07,0.01,0.02,-0.04,548,1
1.70,9.88,1.55,0.00,0.00,0.00,551,2
1.00,10.10,2.15,0.01,0.02,-0.04,555,1
1.70,9.88,1.55,0.19,0.05,0.04,561,2
0.96,10.06,2.07,0.01,0.02,-0.04,564,1
1.81,9.91,1.71,0.19,0.05,0.04,568,2
0.96,10.06,2.07,0.03,0.02,-0.05,572,1
1.77,9.91,1.59,0.19,0.05,0.04,576,2
0.96,10.06,2.07,0.03,0.02,-0.04,580,1
1.77,9.91,1.59,0.26,0.07,0.07,584,2
0.96,10.06,2.07,0.03,0.01,-0.04,588,1
1.77,9.91,1.59,0.28,0.08,0.08,592,2
0.92,9.91,2.07,0.03,0.01,-0.04,596,1
1.81,9.68,1.59,0.28,0.08,0.08,601,2
1.00,9.83,2.00,0.03,0.01,-0.04,605,1
1.77,9.88,1.55,0.28,0.08,0.08,609,2
0.92,9.75,2.07,0.03,0.01,-0.04,613,1
1.73,9.72,1.48,0.28,0.08,0.08,617,2
0.92,9.75,2.07,0.04,0.02,-0.05,621,1
1.77,9.84,1.48,0.28,0.08,0.08,625,2
0.92,9.75,2.07,0.06,0.02,-0.05,630,1
1.77,9.84,1.48,0.31,0.07,0.08,634,2
0.92,9.75,2.07,0.06,0.02,-0.04,637,1
1.77,9.84,1.48,0.30,0.07,0.08,642,2
