0.00,0.00,0.00,0.00,0.00,0.00,455,1
0.00,0.00,0.00,0.00,0.00,0.00,462,2
0.00,0.00,0.00,0.00,0.00,0.00,471,2
1.73,9.91,2.40,0.00,0.00,0.00,474,2
1.73,10.07,2.40,0.00,0.00,0.00,477,2
0.00,0.00,0.00,0.00,0.00,0.00,480,1
1.73,9.95,2.25,0.00,0.00,0.00,483,2
1.00,9.91,0.43,0.00,0.00,0.00,487,1
1.77,9.91,2.17,0.00,0.00,0.00,492,2
0.96,9.83,0.43,0.00,0.00,0.00,496,1
1.85,9.91,2.25,0.00,0.00,0.00,500,2
1.00,9.91,0.35,0.00,0.00,0.00,504,1
1.81,9.95,2.25,0.00,0.00,0.00,509,2
1.00,9.98,0.43,0.00,0.00,0.00,514,1
1.70,9.88,2.25,0.00,0.00,0.00,519,2
1.00,9.98,0.43,0.00,0.00,0.00,521,1
1.73,9.88,2.17,0.00,0.00,0.00,526,2
0.96,9.98,0.39,0.00,0.00,0.00,532,1
1.70,9.61,2.21,0.00,0.00,0.00,536,2
1.04,10.06,0.35,0.00,0.00,0.00,540,1
1.73,9.72,2.02,0.00,0.00,0.00,544,2
1.07,10.14,0.39,0.00,0.00,0.00,548,1
1.62,9.91,2.29,0.00,0.00,0.00,551,2
1.07,10.14,0.39,0.01,-0.07,0.02,557,1
1.66,10.14,2.21,0.00,0.00,0.00,560,2
1.07,10.14,0.39,0.00,-0.08,0.02,563,1
1.66,10.14,2.21,0.00,0.00,0.00,566,2
1.07,10.06,0.54,0.00,-0.08,0.02,570,1
1.66,10.14,2.21,-0.00,-0.03,-0.00,575,2
1.04,10.06,0.43,0.00,-0.08,0.02,579,1
1.66,10.14,2.21,-0.02,-0.02,-0.02,582,2
1.04,10.06,0.43,0.01,-0.07,0.02,585,1
1.85,9.95,2.44,-0.02,-0.02,-0.02,589,2
1.04,10.06,0.43,0.01,-0.07,0.02,593,1
1.73,10.03,2.44,-0.02,-0.02,-0.02,598,2
1.00,9.87,0.46,0.01,-0.07,0.02,602,1
1.73,10.03,2.44,0.00,-0.02,-0.03,606,2
1.00,9.87,0.43,0.01,-0.07,0.02,609,1
1.73,10.03,2.44,0.01,-0.01,-0.03,613,2
1.00,9.87,0.43,0.00,-0.07,0.01,617,1
1.66,9.99,2.25,0.01,-0.01,-0.03,621,2
1.00,9.87,0.43,0.00,-0.06,0.01,625,1
1.62,9.99,2.09,0.01,-0.01,-0.03,629,2
0.96,9.75,0.43,0.00,-0.06,0.01,633,1
1.73,9.80,2.32,0.01,-0.01,-0.03,637,2
1.04,9.83,0.43,0.00,-0.06,0.01,642,1
1.73,9.80,2.32,0.04,0.00,-0.04,645,2
1.07,9.91,0.46,0.00,-0.06,0.01,650,1
1.62,9.68,2.36,0.04,0.00,-0.04,654,2
1.07,10.02,0.58,0.00,-0.06,0.01,658,1
1.73,9.76,2.17,0.04,0.00,-0.04,662,2
1.07,10.02,0.58,0.00,-0.05,0.01,665,1
1.66,9.88,2.09,0.04,0.00,-0.04,669,2
1.07,10.06,0.46,0.00,-0.05,0.01,673,1
1.73,9.88,2.17,0.04,0.00,-0.04,678,2
1.11,9.98,0.50,0.00,-0.05,0.01,681,1
1.73,9.88,2.17,0.07,0.02,-0.05,687,2
1.04,10.02,0.43,0.00,-0.05,0.01,691,1
1.73,9.88,2.17,0.09,0.02,-0.05,695,2
1.07,9.98,0.39,0.00,-0.05,0.01,699,1
1.77,9.91,2.13,0.09,0.02,-0.05,703,2
1.07,9.98,0.39,0.02,-0.03,0.01,707,1
1.73,9.95,2.29,0.09,0.02,-0.05,711,2
1.07,9.98,0.39,0.02,-0.04,0.02,715,1
1.70,9.91,2.17,0.09,0.02,-0.05,719,2
1.07,9.98,0.39,0.01,-0.04,0.01,723,1
1.77,9.72,2.13,0.09,0.02,-0.05,728,2
1.00,10.02,0.43,0.01,-0.04,0.01,733,1
